iter	RMSE
916	1069.887379
917	1069.72602
918	1069.481842
919	1069.330797
920	1069.239557
921	1069.022408
922	1068.710648
923	1068.371203
924	1068.157758
925	1067.845733
926	1067.455677
927	1067.277076
928	1067.192249
929	1066.960935
930	1066.885449
931	1066.766984
932	1066.49924
933	1066.359841
934	1066.176995
935	1065.866556
936	1065.579263
937	1065.393721
938	1065.179566
939	1064.949424
940	1064.679834
941	1064.575382
942	1064.531776
943	1064.366896
944	1064.228133
945	1063.946328
946	1063.760214
947	1063.602677
948	1063.361478
949	1063.179521
950	1062.927214
951	1062.623564
952	1062.265725
953	1062.059528
954	1061.859486
955	1061.452204
956	1061.331076
957	1061.176885
958	1061.014503
959	1060.821173
960	1060.548153
961	1060.299176
962	1060.065474
963	1059.990431
964	1059.633197
965	1059.198617
966	1058.848647
967	1058.482479
968	1058.237234
969	1058.124697
970	1058.014109
971	1057.861625
972	1057.654232
973	1057.612701
974	1057.509773
975	1057.431237
976	1057.2998
977	1057.16786
978	1057.030803
979	1056.601439
980	1056.426212
981	1056.22532
982	1055.725743
983	1055.591183
984	1055.476084
985	1055.264655
986	1055.036658
987	1054.799601
988	1054.658104
989	1054.425568
990	1054.154981
991	1053.940455
992	1053.715966
993	1053.570016
994	1053.291801
995	1053.080846
996	1053.016521
997	1052.801915
998	1052.615527
999	1052.561967
